timestamp,seed,method,pruning_rate,acc_pruned,acc_kd,acc_retention_pct,params_M,params_reduction_pct,flops_M,flops_reduction_pct,filters
2026-06-10T09:14:02.406839,42,dsfp,50,10.0,86.31,171.73,14.9909,0.0,629.14,0.0,2129
2026-06-10T09:24:37.531312,42,dsfp,60,10.0,85.07,169.26,14.9909,0.0,629.14,0.0,1663
2026-06-10T09:34:38.680911,42,dsfp,70,10.0,82.49,164.13,14.9909,0.0,629.14,0.0,1306
2026-06-10T09:54:05.034882,123,dsfp,50,10.0,85.61,163.6,14.9909,0.0,629.14,0.0,2126
2026-06-10T10:04:47.267042,123,dsfp,60,10.09,84.14,160.79,14.9909,0.0,629.14,0.0,1769
2026-06-10T10:15:46.126208,123,dsfp,70,10.0,83.21,159.01,14.9909,0.0,629.14,0.0,1353
2026-06-10T10:32:06.047403,2026,dsfp,50,10.0,86.2,167.18,14.9909,0.0,629.14,0.0,2108
2026-06-10T10:43:08.420763,2026,dsfp,60,10.0,84.64,164.16,14.9909,0.0,629.14,0.0,1718
2026-06-10T10:54:14.240513,2026,dsfp,70,10.0,82.87,160.73,14.9909,0.0,629.14,0.0,1261
